ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,hour,start-local-coords,end-local-coords,start-local-x,start-local-y,end-local-x,end-local-y,cluster
843BDBA1059F7FBC,electric_bike,2023-04-15T19:09:33,2023-04-15T19:16:04,,,,,41.94,-87.66,41.94,-87.66,member,19,[355837.2981801996 585657.7031877534],[355837.2981801996 585657.7031877534],355837.2981801996,585657.7031877534,355837.2981801996,585657.7031877534,71
8B5665570E89A5C7,electric_bike,2023-04-22T02:42:39,2023-04-22T03:00:03,,,,,41.93,-87.67,41.93,-87.67,member,2,[355016.62119019986 584540.5372909271],[355016.62119019986 584540.5372909271],355016.62119019986,584540.5372909271,355016.62119019986,584540.5372909271,71
E7FAE0DEBCB346A6,electric_bike,2023-04-08T11:14:34,2023-04-08T11:22:36,,,,,41.94,-87.67,41.95,-87.65,member,11,[355008.0273201851 585651.2378386351],[356657.71447986655 586774.9682429072],355008.0273201851,585651.2378386351,356657.71447986655,586774.9682429072,71
FD8DE4DEBBE35BA6,electric_bike,2023-04-07T19:11:34,2023-04-07T19:34:06,,,,,41.94,-87.65,41.94,-87.66,member,19,[356666.569224948 585664.2652857535],[355837.2981801996 585657.7031877534],356666.569224948,585664.2652857535,355837.2981801996,585657.7031877534,71
4F55ED1EDDC260B8,electric_bike,2023-04-27T19:08:03,2023-04-27T19:08:53,,,,,41.94,-87.66,41.94,-87.66,member,19,[355837.2981801996 585657.7031877534],[355837.2981801996 585657.7031877534],355837.2981801996,585657.7031877534,355837.2981801996,585657.7031877534,71
A7693F83EE4FA181,electric_bike,2023-04-27T19:09:44,2023-04-27T19:10:34,,,,,41.94,-87.66,41.94,-87.66,member,19,[355837.2981801996 585657.7031877534],[355837.2981801996 585657.7031877534],355837.2981801996,585657.7031877534,355837.2981801996,585657.7031877534,71
8E11C7C0FD1FF7E6,electric_bike,2023-04-27T19:37:45,2023-04-27T19:42:01,,,,,41.94,-87.67,41.94,-87.66,member,19,[355008.0273201851 585651.2378386351],[355837.2981801996 585657.7031877534],355008.0273201851,585651.2378386351,355837.2981801996,585657.7031877534,71
1D599A3331FF3074,electric_bike,2023-04-03T13:38:04,2023-04-03T13:46:31,,,,,41.95,-87.67,41.93,-87.66,member,13,[354999.4317658523 586761.9403017218],[355846.02161988965 584547.0023940568],354999.4317658523,586761.9403017218,355846.02161988965,584547.0023940568,71
17139D91530C2C24,electric_bike,2023-04-03T14:38:06,2023-04-03T14:42:32,,,,,41.93,-87.66,41.94,-87.65,member,14,[355846.02161988965 584547.0023940568],[356666.569224948 585664.2652857535],355846.02161988965,584547.0023940568,356666.569224948,585664.2652857535,71
60F0E3293078C07F,electric_bike,2023-04-06T10:57:56,2023-04-06T11:08:27,,,,,41.94,-87.65,41.93,-87.67,member,10,[356666.569224948 585664.2652857535],[355016.62119019986 584540.5372909271],356666.569224948,585664.2652857535,355016.62119019986,584540.5372909271,71
