ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,hour,cluster
8B7FA33702828048,electric_bike,2023-04-26 17:30:34,2023-04-26 17:31:57,,,,,41.9,-87.63,41.9,-87.63,member,17,61
B3470BC462E41C5C,electric_bike,2023-04-21 18:45:12,2023-04-21 18:57:00,,,,,41.88,-87.63,41.91,-87.64,member,18,61
2D0C85BE816EDC98,electric_bike,2023-04-04 23:52:32,2023-04-04 23:55:43,,,,,41.89,-87.63,41.9,-87.63,member,23,61
41EC2820ED4460EB,electric_bike,2023-04-04 21:28:09,2023-04-04 21:32:49,,,,,41.9,-87.62,41.9,-87.63,member,21,61
560BC970867A1A50,electric_bike,2023-04-11 19:36:23,2023-04-11 19:37:24,,,,,41.9,-87.63,41.9,-87.63,member,19,61
833FC2A628BC9F9C,electric_bike,2023-04-22 21:54:05,2023-04-22 21:55:17,,,,,41.9,-87.63,41.9,-87.63,member,21,61
AA92EFDB1F8A6BBE,electric_bike,2023-04-10 12:49:29,2023-04-10 12:53:42,,,,,41.89,-87.62,41.9,-87.63,member,12,61
F620E989952E6F2B,electric_bike,2023-04-15 12:45:45,2023-04-15 12:46:30,,,,,41.9,-87.63,41.9,-87.63,member,12,61
8F78EF5F503EE789,electric_bike,2023-04-27 22:58:20,2023-04-27 23:00:56,,,,,41.9,-87.63,41.91,-87.63,member,22,61
F5A22EDE1CBE0760,electric_bike,2023-04-25 17:58:44,2023-04-25 18:03:42,,,,,41.89,-87.63,41.9,-87.63,member,17,61
FB020AD2A649ED7E,electric_bike,2023-04-14 17:30:56,2023-04-14 17:34:21,,,,,41.9,-87.63,41.9,-87.63,member,17,61
06401DFCD045251B,electric_bike,2023-04-09 16:45:18,2023-04-09 16:51:27,,,,,41.9,-87.63,41.9,-87.63,member,16,61
3B2663EFEFADC6AE,electric_bike,2023-04-25 02:29:38,2023-04-25 02:33:07,,,,,41.9,-87.63,41.91,-87.63,member,02,61
2C64E7C961DFC98E,electric_bike,2023-04-07 00:02:16,2023-04-07 00:05:45,,,,,41.9,-87.63,41.9,-87.63,member,00,61
8921E386BEFBC70D,electric_bike,2023-04-17 16:10:50,2023-04-17 16:34:50,,,,,41.89,-87.63,41.9,-87.63,member,16,61
552126F828EE06B4,electric_bike,2023-04-21 23:24:15,2023-04-21 23:28:42,,,,,41.89,-87.63,41.9,-87.64,member,23,61
D8D1E35BB241E797,electric_bike,2023-04-28 19:38:48,2023-04-28 19:43:00,,,,,41.9,-87.63,41.91,-87.63,member,19,61
AF33D4E10A7FEAE9,electric_bike,2023-04-13 20:59:36,2023-04-13 21:07:00,,,,,41.89,-87.62,41.91,-87.63,member,20,61
6EEB9E66502A49FC,electric_bike,2023-04-11 18:47:28,2023-04-11 18:54:27,,,,,41.9,-87.63,41.91,-87.63,member,18,61
5DACEEF229557784,electric_bike,2023-04-21 16:56:49,2023-04-21 17:04:11,,,,,41.89,-87.63,41.9,-87.63,member,16,61
68137C7EE083BCF6,electric_bike,2023-04-16 18:35:36,2023-04-16 18:40:49,,,,,41.89,-87.63,41.9,-87.63,member,18,61
40D9ECC2EF564C04,electric_bike,2023-04-11 19:17:13,2023-04-11 19:26:52,,,,,41.91,-87.62,41.91,-87.62,member,19,61
F8079D1831DB2F5A,electric_bike,2023-04-28 13:17:40,2023-04-28 13:21:39,,,,,41.9,-87.63,41.91,-87.63,member,13,61
94DCF9667329BE5B,electric_bike,2023-04-14 15:22:24,2023-04-14 15:29:39,,,,,41.89,-87.62,41.9,-87.63,member,15,61
3A70236AF680620D,electric_bike,2023-04-19 15:43:35,2023-04-19 15:59:42,,,,,41.89,-87.62,41.91,-87.65,member,15,61
48631360D7677BA8,electric_bike,2023-04-04 13:23:02,2023-04-04 13:28:33,,,,,41.89,-87.63,41.9,-87.64,member,13,61
B3278CD97F783765,electric_bike,2023-04-15 14:51:04,2023-04-15 14:51:48,,,,,41.9,-87.63,41.9,-87.63,member,14,61
84EDEB897773758B,electric_bike,2023-04-29 03:55:12,2023-04-29 03:57:53,,,,,41.9,-87.63,41.91,-87.63,member,03,61
DC1984D5FC5335F5,electric_bike,2023-04-15 08:23:28,2023-04-15 08:24:02,,,,,41.9,-87.63,41.9,-87.63,member,08,61
42FB6A49F62E31B1,electric_bike,2023-04-15 08:24:27,2023-04-15 08:24:47,,,,,41.9,-87.63,41.9,-87.63,member,08,61
E10E1BC798D2AD34,electric_bike,2023-04-30 08:51:00,2023-04-30 08:53:48,,,,,41.9,-87.63,41.9,-87.63,member,08,61
F707C7919FCF469B,electric_bike,2023-04-29 09:21:04,2023-04-29 09:23:55,,,,,41.9,-87.63,41.9,-87.63,member,09,61
AAEC9A9BA4991435,electric_bike,2023-04-09 18:21:54,2023-04-09 19:00:26,,,,,41.9,-87.63,41.9,-87.63,casual,18,61
AD7FAC073C96FFBD,electric_bike,2023-04-09 12:32:20,2023-04-09 12:51:12,,,,,41.89,-87.62,41.91,-87.65,casual,12,61
4B082651A92762BC,electric_bike,2023-04-11 11:35:19,2023-04-11 11:51:22,,,,,41.89,-87.62,41.91,-87.62,casual,11,61
43AC5C0D6543000F,electric_bike,2023-04-01 18:20:34,2023-04-01 18:28:13,,,,,41.9,-87.62,41.9,-87.63,casual,18,61
5D2A125AC3796628,electric_bike,2023-04-01 13:44:26,2023-04-01 13:56:56,,,,,41.9,-87.62,41.9,-87.63,casual,13,61
847B70ED3F449CBE,electric_bike,2023-04-21 19:07:38,2023-04-21 19:08:11,,,,,41.9,-87.62,41.91,-87.63,casual,19,61
3949921BDB930E8D,electric_bike,2023-04-29 05:30:24,2023-04-29 05:47:36,,,,,41.89,-87.62,41.9,-87.63,casual,05,61
79678B14B08AC2C7,electric_bike,2023-04-29 17:40:37,2023-04-29 17:46:19,,,,,41.9,-87.63,41.9,-87.63,casual,17,61
44B142604CA86A2C,electric_bike,2023-04-10 20:42:45,2023-04-10 20:46:07,,,,,41.9,-87.63,41.9,-87.63,casual,20,61
55062E553D829631,electric_bike,2023-04-20 13:24:55,2023-04-20 13:25:02,,,,,41.9,-87.63,41.9,-87.63,casual,13,61
CF80F82F48F9DACE,electric_bike,2023-04-20 11:50:02,2023-04-20 11:56:54,,,,,41.9,-87.63,41.9,-87.64,casual,11,61
78F7328DEEB72F71,electric_bike,2023-04-11 14:12:14,2023-04-11 14:26:30,,,,,41.9,-87.62,41.91,-87.63,casual,14,61
266D8310693A6D19,electric_bike,2023-04-12 19:05:39,2023-04-12 19:06:08,,,,,41.9,-87.63,41.9,-87.63,casual,19,61
B2925E3F0F8BF883,electric_bike,2023-04-20 00:50:15,2023-04-20 00:56:11,,,,,41.89,-87.63,41.91,-87.64,casual,00,61
0EB73A92FB97FC29,electric_bike,2023-04-04 08:01:14,2023-04-04 08:05:56,,,,,41.9,-87.63,41.91,-87.63,casual,08,61
5113D832308EDC4B,electric_bike,2023-04-15 09:48:05,2023-04-15 09:59:39,,,,,41.89,-87.61,41.91,-87.63,casual,09,61
B4AEDBB3BE18D6B1,electric_bike,2023-04-15 13:16:03,2023-04-15 13:16:51,,,,,41.9,-87.63,41.9,-87.63,casual,13,61
