ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,hour,start-local-coords,end-local-coords,start-local-x,start-local-y,end-local-x,end-local-y,cluster
AEC26343001AFDBB,electric_bike,2023-04-10T07:02:15,2023-04-10T07:03:33,,,,,41.94,-87.64,41.94,-87.64,member,7,[357495.84045717394 585670.9241331028],[357495.84045717394 585670.9241331028],357495.84045717394,585670.9241331028,357495.84045717394,585670.9241331028,50
409D7E5A57ACC31E,electric_bike,2023-04-08T16:37:36,2023-04-08T16:47:27,,,,,41.95,-87.66,41.94,-87.64,member,16,[355828.5730308031 586768.4058960413],[357495.84045717394 585670.9241331028],355828.5730308031,586768.4058960413,357495.84045717394,585670.9241331028,50
32D48B9CE07B4A27,electric_bike,2023-04-26T17:12:51,2023-04-26T17:17:10,,,,,41.94,-87.65,41.94,-87.64,member,17,[356666.569224948 585664.2652857535],[357495.84045717394 585670.9241331028],356666.569224948,585664.2652857535,357495.84045717394,585670.9241331028,50
FD8DE4DEBBE35BA6,electric_bike,2023-04-07T19:11:34,2023-04-07T19:34:06,,,,,41.94,-87.65,41.94,-87.66,member,19,[356666.569224948 585664.2652857535],[355837.2981801996 585657.7031877534],356666.569224948,585664.2652857535,355837.2981801996,585657.7031877534,50
FC0F6FC1810A4AD9,electric_bike,2023-04-29T15:25:31,2023-04-29T15:33:59,,,,,41.95,-87.66,41.94,-87.64,member,15,[355828.5730308031 586768.4058960413],[357495.84045717394 585670.9241331028],355828.5730308031,586768.4058960413,357495.84045717394,585670.9241331028,50
9E3C2BE0DA6A6481,electric_bike,2023-04-28T21:29:32,2023-04-28T21:32:10,,,,,41.94,-87.65,41.94,-87.65,member,21,[356666.569224948 585664.2652857535],[356666.569224948 585664.2652857535],356666.569224948,585664.2652857535,356666.569224948,585664.2652857535,50
F3819C9D9A59C06E,electric_bike,2023-04-28T21:19:36,2023-04-28T21:24:41,,,,,41.95,-87.64,41.94,-87.65,member,21,[357486.8561157769 586781.6273427866],[356666.569224948 585664.2652857535],357486.8561157769,586781.6273427866,356666.569224948,585664.2652857535,50
09B2AF98279CBA39,electric_bike,2023-04-22T18:38:18,2023-04-22T18:42,,,,,41.94,-87.65,41.93,-87.65,member,18,[356666.569224948 585664.2652857535],[356675.422234935 584553.5642423917],356666.569224948,585664.2652857535,356675.422234935,584553.5642423917,50
5B1374E9DC5D234C,electric_bike,2023-04-23T22:04:15,2023-04-23T22:07:19,,,,,41.94,-87.65,41.94,-87.65,member,22,[356666.569224948 585664.2652857535],[356666.569224948 585664.2652857535],356666.569224948,585664.2652857535,356666.569224948,585664.2652857535,50
A4170C3A415E6D3A,electric_bike,2023-04-10T11:47:14,2023-04-10T11:47:23,,,,,41.94,-87.64,41.94,-87.64,member,11,[357495.84045717394 585670.9241331028],[357495.84045717394 585670.9241331028],357495.84045717394,585670.9241331028,357495.84045717394,585670.9241331028,50
CC9115854689B997,electric_bike,2023-04-10T11:47:59,2023-04-10T11:48:09,,,,,41.94,-87.64,41.94,-87.64,member,11,[357495.84045717394 585670.9241331028],[357495.84045717394 585670.9241331028],357495.84045717394,585670.9241331028,357495.84045717394,585670.9241331028,50
699A7324BF89B499,electric_bike,2023-04-22T16:07:05,2023-04-22T16:14:11,,,,,41.95,-87.65,41.93,-87.66,member,16,[356657.71447986655 586774.9682429072],[355846.02161988965 584547.0023940568],356657.71447986655,586774.9682429072,355846.02161988965,584547.0023940568,50
949EE4EA523146EA,electric_bike,2023-04-03T14:48:44,2023-04-03T14:50:16,,,,,41.94,-87.65,41.93,-87.65,member,14,[356666.569224948 585664.2652857535],[356675.422234935 584553.5642423917],356666.569224948,585664.2652857535,356675.422234935,584553.5642423917,50
062A7088C2EBE2F0,electric_bike,2023-04-25T21:07:21,2023-04-25T21:12:48,,,,,41.95,-87.65,41.93,-87.66,member,21,[356657.71447986655 586774.9682429072],[355846.02161988965 584547.0023940568],356657.71447986655,586774.9682429072,355846.02161988965,584547.0023940568,50
B981511685F6C7DE,electric_bike,2023-04-28T19:33:17,2023-04-28T19:38:55,,,,,41.95,-87.64,41.93,-87.65,member,19,[357486.8561157769 586781.6273427866],[356675.422234935 584553.5642423917],357486.8561157769,586781.6273427866,356675.422234935,584553.5642423917,50
187EC5BD0BBC280D,electric_bike,2023-04-25T13:04:08,2023-04-25T13:12:20,,,,,41.95,-87.65,41.94,-87.65,member,13,[356657.71447986655 586774.9682429072],[356666.569224948 585664.2652857535],356657.71447986655,586774.9682429072,356666.569224948,585664.2652857535,50
2531033B8BF5181F,electric_bike,2023-04-25T07:59:26,2023-04-25T08:04:32,,,,,41.95,-87.65,41.94,-87.65,member,7,[356657.71447986655 586774.9682429072],[356666.569224948 585664.2652857535],356657.71447986655,586774.9682429072,356666.569224948,585664.2652857535,50
944EC30E38C09904,electric_bike,2023-04-09T12:30:13,2023-04-09T12:30:22,,,,,41.94,-87.64,41.94,-87.64,member,12,[357495.84045717394 585670.9241331028],[357495.84045717394 585670.9241331028],357495.84045717394,585670.9241331028,357495.84045717394,585670.9241331028,50
2556B369723B2865,electric_bike,2023-04-12T11:47:35,2023-04-12T11:50:07,,,,,41.94,-87.64,41.94,-87.64,member,11,[357495.84045717394 585670.9241331028],[357495.84045717394 585670.9241331028],357495.84045717394,585670.9241331028,357495.84045717394,585670.9241331028,50
D9B8CAD7DC9980C4,electric_bike,2023-04-25T18:36:16,2023-04-25T18:39:21,,,,,41.94,-87.65,41.94,-87.65,member,18,[356666.569224948 585664.2652857535],[356666.569224948 585664.2652857535],356666.569224948,585664.2652857535,356666.569224948,585664.2652857535,50
3B149A3FB8DC2F4C,electric_bike,2023-04-12T18:52:10,2023-04-12T18:55:47,,,,,41.94,-87.64,41.94,-87.64,member,18,[357495.84045717394 585670.9241331028],[357495.84045717394 585670.9241331028],357495.84045717394,585670.9241331028,357495.84045717394,585670.9241331028,50
E88C90FE3F331D78,electric_bike,2023-04-11T17:28:22,2023-04-11T17:36:37,,,,,41.95,-87.64,41.94,-87.63,member,17,[357486.8561157769 586781.6273427866],[358325.1118796175 585677.6797302758],357486.8561157769,586781.6273427866,358325.1118796175,585677.6797302758,50
B98D9DBEEEA744B7,electric_bike,2023-04-15T14:54:28,2023-04-15T15:01:37,,,,,41.95,-87.66,41.94,-87.65,member,14,[355828.5730308031 586768.4058960413],[356666.569224948 585664.2652857535],355828.5730308031,586768.4058960413,356666.569224948,585664.2652857535,50
