language,html_url,total-commits,total-other-commits,other-ratio,lifespan,size,owner,stargazers_count,log-stargazers-count,log-total-commits,log-total-other-commits,log-total-other-commits-prediction
Python,https://github.com/richardbarran/django-photologue,1794.0,212.0,0.11817168338907469,P16Y2M5D,5897,richardbarran,663,6.4967749901858625,7.492760300922379,5.3612921657094255,4.687412115439396
Python,https://github.com/cisagov/pshtt,1454.0,538.0,0.3700137551581843,P7Y3M13D,1231,cisagov,661,6.493753839851686,7.282761179605593,6.289715570908998,4.6862852256278416
Python,https://github.com/dsoprea/GDriveFS,1284.0,24.0,0.018691588785046728,P7Y8M29D,827,dsoprea,660,6.492239835020471,7.158513997329321,3.2188758248682006,4.685720501456508
Python,https://github.com/areski/python-nvd3,1456.0,182.0,0.125,P10Y5M26D,2354,areski,658,6.489204931325317,7.284134806195205,5.209486152841421,4.684588481637954
Python,https://github.com/danilop/yas3fs,2271.0,183.0,0.08058124174372523,P8Y9M27D,1851,danilop,641,6.46302945692067,7.7284157798410416,5.214935757608986,4.674825023300404
Python,https://github.com/alpacahq/pylivetrader,537.0,93.0,0.17318435754189945,P3Y8M9D,630,alpacahq,640,6.461468176353717,6.2878585601617845,4.543294782270004,4.6742426652681095
Python,https://github.com/aichallenge/aichallenge,8529.0,2301.0,0.2697854379176926,P1Y10M26D,21362,aichallenge,636,6.455198563340122,9.051344640485725,7.741533589281828,4.67190409808478
Python,https://github.com/Axelrod-Python/Axelrod,5603.0,1374.0,0.24522577190790648,P8Y4M24D,8707,Axelrod-Python,635,6.453624998892692,8.631235907456897,7.226209010100671,4.67131715816207
Python,https://github.com/bradleyg/django-s3direct,1281.0,222.0,0.17330210772833723,P9Y3M4D,1232,bradleyg,634,6.452048954437226,7.156176637480615,5.407171771460119,4.670729293195759
Python,https://github.com/bookieio/Bookie,5226.0,483.0,0.09242250287026406,P4Y8M25D,60245,bookieio,634,6.452048954437226,8.561592778712923,6.182084906716632,4.670729293195759
Python,https://github.com/SimonShi1994/Princess-connection-farm,2126.0,647.0,0.30432737535277515,P3Y5M21D,119253,SimonShi1994,634,6.452048954437226,7.6624678152002375,6.473890696352274,4.670729293195759
Python,https://github.com/los-cocos/cocos,2612.0,190.0,0.07274119448698316,P15Y6M6D,12120,los-cocos,631,6.447305862541213,7.868254265520613,5.25227342804663,4.668960118761631
Python,https://github.com/nchammas/flintrock,479.0,22.0,0.04592901878914405,P8Y8M15D,783,nchammas,627,6.440946540632921,6.173786103901937,3.1354942159291497,4.666588090138697
Python,https://github.com/VingtCinq/python-mailchimp,413.0,132.0,0.3196125907990315,P7Y9M3D,478,VingtCinq,464,6.139884552226255,6.025865973825314,4.890349128221754,4.554291895029182
Python,https://github.com/awslabs/aws-servicebroker,596.0,113.0,0.18959731543624161,P5Y3M21D,7472,awslabs,463,6.137727054086234,6.391917113392602,4.736198448394496,4.553487147696706
Python,https://github.com/hyperspy/hyperspy,14696.0,5303.0,0.3608464888405008,P12Y5M21D,309894,hyperspy,463,6.137727054086234,9.595398670306684,8.576216531865699,4.553487147696706
Python,https://github.com/python-consul/python-consul,550.0,132.0,0.24,P3Y11M3D,103045,python-consul,463,6.137727054086234,6.311734809152915,4.890349128221754,4.553487147696706
Python,https://github.com/pinax/pinax-blog,426.0,57.0,0.13380281690140844,P10Y7M6D,468,pinax,460,6.131226489483141,6.056784013228625,4.060443010546419,4.551062435514161
Python,https://github.com/gregmuellegger/django-autofixture,343.0,54.0,0.15743440233236153,P7Y3M14D,399,gregmuellegger,458,6.126869184114185,5.840641657373398,4.007333185232471,4.549437159548724
Python,https://github.com/NullHypothesis/exitmap,373.0,35.0,0.0938337801608579,P9Y10M25D,1585,NullHypothesis,457,6.124683390894205,5.924255797414532,3.58351893845611,4.5486218581445215
Python,https://github.com/Fuyukai/OWAPI,309.0,65.0,0.21035598705501618,P4Y3M25D,318,Fuyukai,457,6.124683390894205,5.736572297479192,4.189654742026425,4.5486218581445215
Python,https://github.com/learningequality/ka-lite,14503.0,6159.0,0.4246707577742536,P6Y4M3D,176153,learningequality,456,6.1224928095143865,9.582179752434687,8.725832056527565,4.547804770755532
Python,https://github.com/snwh/moka-icon-theme,597.0,36.0,0.06030150753768844,P5Y5M15D,278382,snwh,455,6.12029741895095,6.393590753950631,3.6109179126442243,4.5469858895398785
Python,https://github.com/UDST/urbansim,2062.0,338.0,0.16391852570320078,P6Y8M27D,7495,UDST,451,6.111467339502679,7.631916513071252,5.82600010738045,4.543692267751876
Python,https://github.com/jazzband/django-categories,1238.0,214.0,0.172859450726979,P13Y2M20D,2151,jazzband,451,6.111467339502679,7.122059881629142,5.3706380281276624,4.543692267751876
Python,https://github.com/mesosphere/marathon-lb,1086.0,430.0,0.39594843462246776,P5Y9M15D,1292,mesosphere,450,6.1092475827643655,6.99117688712121,6.066108090103747,4.542864297947051
Python,https://github.com/quic/sense,1563.0,371.0,0.23736404350607807,P10M2D,154778,quic,718,6.576469569048224,7.355001921105257,5.918893854273146,4.717138212793838
Python,https://github.com/cloudera/impyla,434.0,135.0,0.31105990783410137,P10Y6M16D,3127,cloudera,716,6.573680166960646,6.075346031088684,4.912654885736052,4.7160977651347915
Python,https://github.com/mozilla/playdoh,275.0,75.0,0.2727272727272727,P4Y4M6D,1010,mozilla,714,6.570882962339584,5.62040086571715,4.330733340286331,4.715054407128853
Python,https://github.com/python-attrs/cattrs,771.0,117.0,0.1517509727626459,P7Y3M2D,1996,python-attrs,712,6.568077911411976,6.648984550024776,4.770684624465665,4.714008122448658
Python,https://github.com/explosion/curated-transformers,377.0,3.0,0.007957559681697613,P1Y4M20D,1449,explosion,710,6.565264970035361,5.934894195619588,1.3862943611198906,4.712958894629059
Python,https://github.com/cloudtools/stacker,1298.0,273.0,0.2103235747303544,P8Y5M12D,2341,cloudtools,706,6.559615237493242,7.1693500166706,5.6131281063880705,4.710851543012788
Python,https://github.com/syrusakbary/pyjade,512.0,134.0,0.26171875,P4Y5M6D,431,syrusakbary,697,6.546785410760524,6.240275845170769,4.90527477843843,4.706066014512086
Python,https://github.com/stephenmcd/cartridge,2958.0,586.0,0.19810682893847195,P12Y9M2D,47363,stephenmcd,696,6.54534966033442,7.99260665240021,6.375024819828097,4.705530479252946
Python,https://github.com/IndicoDataSolutions/finetune,3004.0,230.0,0.07656458055925433,P5Y4M7D,443322,IndicoDataSolutions,692,6.539585955617669,8.008032846969307,5.442417710521793,4.703380615987738
Python,https://github.com/uma-pi1/kge,2648.0,228.0,0.08610271903323263,P4Y7M14D,1932,uma-pi1,691,6.53813982376767,7.88193748927207,5.43372200355424,4.702841208454954
Python,https://github.com/signalfx/maestro-ng,994.0,136.0,0.13682092555331993,P8Y8M5D,951,signalfx,683,6.52649485957079,6.902742737158593,4.919980925828125,4.698497633969125
Python,https://github.com/vxgmichel/aioconsole,360.0,23.0,0.06388888888888888,P7Y9M4D,262,vxgmichel,425,6.052089168924417,5.8888779583328805,3.1780538303479458,4.5215441956429
Python,https://github.com/ceph/ceph-deploy,2129.0,695.0,0.32644434006575856,P8Y1M4D,2525,ceph,419,6.037870919922137,7.6638772587034705,6.54534966033442,4.516240785296992
Python,https://github.com/eamigo86/graphene-django-extras,336.0,99.0,0.29464285714285715,P5Y7M18D,553,eamigo86,415,6.028278520230698,5.820082930352362,4.605170185988092,4.512662817872345
Python,https://github.com/vmware-archive/halite,572.0,16.0,0.027972027972027972,P2Y20D,12921,vmware-archive,414,6.025865973825314,6.35088571671474,2.833213344056216,4.511762937474678
Python,https://github.com/datawire/forge,730.0,16.0,0.021917808219178082,P1Y6M18D,3693,datawire,414,6.025865973825314,6.594413459749778,2.833213344056216,4.511762937474678
Python,https://github.com/brettcannon/caniusepython3,593.0,125.0,0.21079258010118043,P6Y10M18D,391,brettcannon,413,6.023447592961033,6.386879319362645,4.836281906951478,4.5108608808224195
Python,https://github.com/plivo/plivoframework,992.0,99.0,0.09979838709677419,P4Y2M22D,2306,plivo,411,6.018593214496234,6.900730664045173,4.605170185988092,4.509050196470989
Python,https://github.com/whitesmith/hawkpost,1033.0,265.0,0.25653436592449175,P7Y2M19D,5820,whitesmith,931,6.836259277277067,6.9411900550683745,5.583496308781699,4.814039837330057
Python,https://github.com/ninja-ide/ninja-ide,3223.0,463.0,0.14365497983245423,P9Y8M3D,13282,ninja-ide,925,6.829793737512425,8.07837810362652,6.139884552226255,4.811628189420797
Python,https://github.com/atc-project/atomic-threat-coverage,689.0,88.0,0.12772133526850507,P3Y1M12D,26027,atc-project,923,6.827629234502852,6.536691597591305,4.48863636973214,4.81082082927027
Python,https://github.com/firebase/firebase-admin-python,306.0,67.0,0.21895424836601307,P7Y4M28D,1635,firebase,922,6.826545223556594,5.726847747587197,4.219507705176107,4.810416492922908
Python,https://github.com/miracle2k/webassets,1418.0,312.0,0.22002820874471085,P12Y10M21D,2064,miracle2k,918,6.822197390620491,7.257707677160043,5.746203190540153,4.808794750177235
Python,https://github.com/tern-tools/tern,1101.0,170.0,0.15440508628519528,P6Y15D,7086,tern-tools,908,6.811244378601294,7.004881989712859,5.14166355650266,4.804709274022461
Python,https://github.com/python-hyper/h2,1603.0,140.0,0.08733624454148471,P7Y7M6D,9263,python-hyper,908,6.811244378601294,7.38025578842646,4.948759890378168,4.804709274022461
Python,https://github.com/RasaHQ/rasa-demo,1461.0,629.0,0.43052703627652295,P4Y1M1D,99532,RasaHQ,895,6.796823718274855,7.2875606403097235,6.4457198193855785,4.79933036420327
Python,https://github.com/dropbox/dropbox-sdk-python,292.0,110.0,0.3767123287671233,P7Y11M10D,9102,dropbox,890,6.7912214627261855,5.680172609017068,4.709530201312334,4.797240721517136
Python,https://github.com/magmax/python-inquirer,771.0,187.0,0.24254215304798962,P9Y6M23D,1429,magmax,886,6.786716950605081,6.648984550024776,5.236441962829949,4.795560537397241
Python,https://github.com/mrakgr/The-Spiral-Language,7444.0,4.0,5.373455131649651E-4,P6Y1M5D,49440,mrakgr,884,6.784457062637643,8.915297945118109,1.6094379124341003,4.794717598634164
Python,https://github.com/jazzband/django-nose,379.0,183.0,0.48284960422163586,P12Y21D,427,jazzband,884,6.784457062637643,5.940171252720432,5.214935757608986,4.794717598634164
Python,https://github.com/mongomock/mongomock,1117.0,547.0,0.4897045658012534,P12Y7M16D,2972,mongomock,883,6.78332520060396,7.0192966537150445,6.306275286948016,4.794295413819521
Python,https://github.com/vivisect/vivisect,1881.0,315.0,0.1674641148325359,P9Y2D,14712,vivisect,873,6.771935555839602,7.540090320145325,5.755742213586912,4.790047073544299
Python,https://github.com/UDST/urbansim,2062.0,338.0,0.16391852570320078,P6Y8M27D,7495,UDST,451,6.111467339502679,7.631916513071252,5.82600010738045,4.543692267751876
Python,https://github.com/jazzband/django-categories,1238.0,214.0,0.172859450726979,P13Y2M20D,2151,jazzband,451,6.111467339502679,7.122059881629142,5.3706380281276624,4.543692267751876
Python,https://github.com/pavlov99/json-rpc,485.0,45.0,0.09278350515463918,P9Y8M12D,411,pavlov99,450,6.1092475827643655,6.186208623900494,3.828641396489095,4.542864297947051
Python,https://github.com/w3c/trace-context,267.0,135.0,0.5056179775280899,P6Y7M15D,479,w3c,450,6.1092475827643655,5.5909869805108565,4.912654885736052,4.542864297947051
Python,https://github.com/mesosphere/marathon-lb,1086.0,430.0,0.39594843462246776,P5Y9M15D,1292,mesosphere,450,6.1092475827643655,6.99117688712121,6.066108090103747,4.542864297947051
Python,https://github.com/floooh/fips,1025.0,40.0,0.03902439024390244,P8Y10M30D,2681,floooh,447,6.102558594613569,6.933423025730715,3.713572066704308,4.540369303735252
Python,https://github.com/tylertreat/BigQuery-Python,359.0,117.0,0.32590529247910865,P7Y8M19D,1185,tylertreat,446,6.100318952020064,5.886104031450156,4.770684624465665,4.539533916501591
Python,https://github.com/pybites/100DaysOfCode,278.0,9.0,0.03237410071942446,P4Y2M5D,10071,pybites,443,6.093569770045136,5.631211781821365,2.302585092994046,4.53701646997871
Python,https://github.com/DjangoGirls/djangogirls,2406.0,916.0,0.38071487946799665,P9Y3M29D,73544,DjangoGirls,443,6.093569770045136,7.786136437783072,6.821107472256465,4.53701646997871
Python,https://github.com/mqingyn/torngas,356.0,1.0,0.0028089887640449437,P3Y1M20D,688,mqingyn,440,6.0867747269123065,5.877735781779639,0.6931471805599453,4.534481917232744
Python,https://github.com/Pylons/colander,1050.0,390.0,0.37142857142857144,P13Y5M28D,1923,Pylons,439,6.0844994130751715,6.957497370876951,5.968707559985366,4.533633224616508
Python,https://github.com/OpenBMB/BMTrain,376.0,35.0,0.09308510638297872,P1Y11M3D,3034,OpenBMB,439,6.0844994130751715,5.932245187448011,3.58351893845611,4.533633224616508
Python,https://github.com/aponxi/sublime-better-coffeescript,337.0,84.0,0.24925816023738873,P6Y10M4D,695,aponxi,438,6.082218910376446,5.823045895483019,4.442651256490317,4.532782596553632
Python,https://github.com/django-getpaid/django-getpaid,405.0,55.0,0.13580246913580246,P9Y4M27D,1002,django-getpaid,438,6.082218910376446,6.0063531596017325,4.02535169073515,4.532782596553632
Python,https://github.com/xen0l/aws-gate,429.0,20.0,0.046620046620046623,P4Y8M22D,467,xen0l,438,6.082218910376446,6.063785208687608,3.044522437723423,4.532782596553632
Python,https://github.com/dswah/pyGAM,713.0,8.0,0.011220196353436185,P6Y1M27D,16161,dswah,818,6.706862336602747,6.570882962339584,2.1972245773362196,4.765774746896554
Python,https://github.com/cozy/cozy-setup,682.0,146.0,0.21407624633431085,P5Y8M26D,6115,cozy,816,6.704414354964107,6.52649485957079,4.990432586778736,4.76486164914824
Python,https://github.com/shubhomoydas/ad_examples,461.0,2.0,0.004338394793926247,P3Y7M29D,131471,shubhomoydas,816,6.704414354964107,6.135564891081739,1.0986122886681098,4.76486164914824
Python,https://github.com/airspeed-velocity/asv,2341.0,314.0,0.13413071337035454,P9Y10M4D,4359,airspeed-velocity,809,6.695798917058491,7.758760544157663,5.752572638825633,4.761648088708002
Python,https://github.com/reingart/pyfpdf,424.0,24.0,0.05660377358490566,P9Y6M22D,2491,reingart,809,6.695798917058491,6.052089168924417,3.2188758248682006,4.761648088708002
Python,https://github.com/mozilla/dxr,2664.0,798.0,0.29954954954954954,P11Y4M8D,11293,mozilla,805,6.690842277418564,7.887959336599945,6.683360945766275,4.759799260913305
Python,https://github.com/F-Secure/see,279.0,5.0,0.017921146953405017,P4Y11M9D,366,F-Secure,805,6.690842277418564,5.634789603169249,1.791759469228055,4.759799260913305
Python,https://github.com/crazyhottommy/RNA-seq-analysis,322.0,1.0,0.003105590062111801,P6Y2M19D,561,crazyhottommy,804,6.6895992691789665,5.777652323222656,0.6931471805599453,4.759335618536746
Python,https://github.com/baal-org/baal,222.0,20.0,0.09009009009009009,P4Y2M2D,35016,baal-org,803,6.688354713946762,5.407171771460119,3.044522437723423,4.758871399131567
Python,https://github.com/kivy/kivy-designer,491.0,86.0,0.17515274949083504,P7Y5M6D,1707,kivy,788,6.669498089857879,6.198478716492308,4.465908118654584,4.751837873746982
Python,https://github.com/taizilongxu/douban.fm,487.0,21.0,0.043121149897330596,P4Y6M16D,47135,taizilongxu,787,6.668228248417403,6.1903154058531475,3.091042453358316,4.75136422257995
Python,https://github.com/mirumee/satchless,1020.0,127.0,0.12450980392156863,P10Y9M27D,3080,mirumee,787,6.668228248417403,6.928537818164665,4.852030263919617,4.75136422257995
Python,https://github.com/syrusakbary/pyjade,512.0,134.0,0.26171875,P4Y5M6D,431,syrusakbary,697,6.546785410760524,6.240275845170769,4.90527477843843,4.706066014512086
Python,https://github.com/stephenmcd/cartridge,2958.0,586.0,0.19810682893847195,P12Y9M2D,47363,stephenmcd,696,6.54534966033442,7.99260665240021,6.375024819828097,4.705530479252946
Python,https://github.com/IndicoDataSolutions/finetune,3004.0,230.0,0.07656458055925433,P5Y4M7D,443322,IndicoDataSolutions,692,6.539585955617669,8.008032846969307,5.442417710521793,4.703380615987738
Python,https://github.com/uma-pi1/kge,2648.0,228.0,0.08610271903323263,P4Y7M14D,1932,uma-pi1,691,6.53813982376767,7.88193748927207,5.43372200355424,4.702841208454954
Python,https://github.com/siliconcompiler/siliconcompiler,7985.0,1376.0,0.17232310582341892,P2Y11M24D,341589,siliconcompiler,691,6.53813982376767,8.985445287623167,7.227662498728654,4.702841208454954
Python,https://github.com/signalfx/maestro-ng,994.0,136.0,0.13682092555331993,P8Y8M5D,951,signalfx,683,6.52649485957079,6.902742737158593,4.919980925828125,4.698497633969125
Python,https://github.com/FZambia/centrifuge,2014.0,20.0,0.009930486593843098,P3Y9M6D,6701,FZambia,681,6.523562306149512,7.608374474380783,3.044522437723423,4.697403790827691
Python,https://github.com/RimoChan/Librian,480.0,3.0,0.00625,P3Y1M5D,91212,RimoChan,678,6.519147287940395,6.175867270105761,1.3862943611198906,4.695756987958797
Python,https://github.com/mcedit/mcedit2,2950.0,4.0,0.0013559322033898306,P3Y7M18D,8078,mcedit,675,6.51471269087253,7.989899374942939,1.6094379124341003,4.694102882170815
Python,https://github.com/benedekrozemberczki/littleballoffur,1439.0,3.0,0.0020847810979847115,P3Y1M28D,6013,benedekrozemberczki,674,6.513230110912307,7.272398392570047,1.3862943611198906,4.693549879484026
Python,https://github.com/amsehili/auditok,388.0,6.0,0.015463917525773196,P12Y5M1D,3753,amsehili,672,6.51025834052315,5.963579343618446,1.9459101490553132,4.692441408404008
Python,https://github.com/superdesk/superdesk,9260.0,4802.0,0.5185745140388769,P10Y5M1D,78927,superdesk,669,6.505784060128229,9.13356731317027,8.476996001664824,4.6907725007253545
Python,https://github.com/ipfs-shipyard/py-ipfs-http-client,578.0,162.0,0.28027681660899656,P7Y8M21D,1022,ipfs-shipyard,663,6.4967749901858625,6.361302477572996,5.093750200806762,4.687412115439396
Python,https://github.com/richardbarran/django-photologue,1794.0,212.0,0.11817168338907469,P16Y2M5D,5897,richardbarran,663,6.4967749901858625,7.492760300922379,5.3612921657094255,4.687412115439396
Python,https://github.com/TracecatHQ/functime,566.0,24.0,0.04240282685512368,P5M26D,77045,TracecatHQ,662,6.495265555937008,6.340359303727752,3.2188758248682006,4.686849096096398
Python,https://github.com/dsoprea/GDriveFS,1284.0,24.0,0.018691588785046728,P7Y8M29D,827,dsoprea,660,6.492239835020471,7.158513997329321,3.2188758248682006,4.685720501456508
Python,https://github.com/cmusphinx/g2p-seq2seq,221.0,9.0,0.04072398190045249,P3Y5M14D,887,cmusphinx,658,6.489204931325317,5.402677381872279,2.302585092994046,4.684588481637954
Python,https://github.com/Juniper/py-junos-eznc,2684.0,946.0,0.3524590163934426,P10Y1M8D,3746,Juniper,652,6.480044561926653,7.895436006942965,6.853299093186078,4.681171661617892
Python,https://github.com/IntelPython/sdc,3103.0,576.0,0.18562681276184337,P5Y9M9D,16601,IntelPython,646,6.470799503782602,8.04044688130311,6.3578422665081,4.677723252675143
Python,https://github.com/danilop/yas3fs,2271.0,183.0,0.08058124174372523,P8Y9M27D,1851,danilop,641,6.46302945692067,7.7284157798410416,5.214935757608986,4.674825023300404
Python,https://github.com/gboudreau/XBMCnfoMoviesImporter.bundle,240.0,27.0,0.1125,P9Y7M19D,315,gboudreau,639,6.459904454377535,5.484796933490655,3.332204510175204,4.673659396589576
Python,https://github.com/PaulSonOfLars/tgbot,529.0,11.0,0.020793950850661626,P5Y1M30D,759,PaulSonOfLars,638,6.45833828334479,6.272877006546167,2.4849066497880004,4.673075214412348
Python,https://github.com/aichallenge/aichallenge,8529.0,2301.0,0.2697854379176926,P1Y10M26D,21362,aichallenge,636,6.455198563340122,9.051344640485725,7.741533589281828,4.67190409808478
Python,https://github.com/bookieio/Bookie,5226.0,483.0,0.09242250287026406,P4Y8M25D,60245,bookieio,634,6.452048954437226,8.561592778712923,6.182084906716632,4.670729293195759
Python,https://github.com/bradleyg/django-s3direct,1281.0,222.0,0.17330210772833723,P9Y3M4D,1232,bradleyg,634,6.452048954437226,7.156176637480615,5.407171771460119,4.670729293195759
Python,https://github.com/dipy/dipy,13557.0,6434.0,0.4745887733274323,P14Y2M2D,71704,dipy,633,6.450470422144176,9.51473205799091,8.769507120030227,4.670140500265423
Python,https://github.com/Hipo/drf-extra-fields,400.0,210.0,0.525,P9Y21D,296,Hipo,630,6.4457198193855785,5.993961427306569,5.351858133476067,4.668368524277717
